State,Category,Estabblishment
New York,Other leather and allied product ,61
New York,Other leather and allied product ,61
New York,Women's handbag and purse ,24
New York,All other leather good and allied product ,37
New York,Wood product ,504
New York,Sawmills and wood preservation,104
New York,Sawmills and wood preservation,104
New York,"Veneer, plywood, and engineered wood product ",23
New York,Sawmills,94
New York,Wood preservation,10
New York,"Veneer, plywood, and engineered wood product ",23
New York,Truss ,15
New York,Reconstituted wood product ,3
New York,Other wood product ,377
New York,Millwork,158
New York,Wood window and door ,36
New York,"Cut stock, resawing lumber, and planing",31
New York,Other millwork (including flooring),91
New York,Wood container and pallet ,105
New York,Wood container and pallet ,105
New York,All other wood product ,114
New York,Manufactured home (mobile home) ,3
New York,Prefabricated wood building ,25
New York,All other miscellaneous wood product ,86
New York,Paper ,255
New York,"Pulp, paper, and paperboard mills",29
New York,Paper mills,19
New York,Paper (except newsprint) mills,19
New York,Paperboard mills,10
New York,Paperboard mills,10
New York,Converted paper product ,226
New York,Paperboard container ,95
New York,Corrugated and solid fiber box ,48
New York,Folding paperboard box ,27
New York,Other paperboard container ,20
New York,Paper bag and coated and treated paper ,49
New York,Paper bag and coated and treated paper ,49
New York,Stationery product ,35
New York,Stationery product ,35
New York,Other converted paper product ,47
New York,Sanitary paper product ,12
New York,All other converted paper product ,35
New York,Printing and related support activities,1757
New York,Printing and related support activities,1757
New York,Printing,1620
New York,Commercial printing (except screen and books),1403
New York,Commercial screen printing,180
New York,Books printing,37
New York,Support activities for printing,137
New York,Support activities for printing,137
New York,Petroleum and coal products ,133
New York,Petroleum and coal products ,133
New York,"Asphalt paving, roofing, and saturated materials ",117
New York,Asphalt paving mixture and block ,113
New York,Asphalt shingle and coating materials ,4
New York,Other petroleum and coal products ,15
New York,Petroleum lubricating oil and grease ,13
New York,Chemical ,569
New York,Basic chemical ,79
New York,Industrial gas ,13
New York,Industrial gas ,13
New York,Synthetic dye and pigment ,4
New York,Synthetic dye and pigment ,4
New York,Other basic inorganic chemical ,32
New York,Other basic inorganic chemical ,32
New York,Other basic organic chemical ,29
New York,Ethyl alcohol ,4
New York,All other basic organic chemical ,24
New York,"Resin, synthetic rubber, and synthetic fibers and filaments ",40
New York,Resin and synthetic rubber ,37
New York,Plastics material and resin ,34
New York,Synthetic rubber ,3
New York,Artificial and synthetic fibers and filaments ,3
New York,Artificial and synthetic fibers and filaments ,3
New York,"Pesticide, fertilizer, and other agricultural chemical ",30
New York,Fertilizer ,25
New York,Nitrogenous fertilizer ,6
New York,Fertilizer (mixing only) ,18
New York,Pesticide and other agricultural chemical ,5
New York,Pesticide and other agricultural chemical ,5
New York,Pharmaceutical and medicine ,140
New York,Pharmaceutical and medicine ,140
New York,Medicinal and botanical ,33
New York,Pharmaceutical preparation ,90
New York,In-vitro diagnostic substance ,9
New York,Biological product (except diagnostic) ,8
New York,"Paint, coating, and adhesive ",63
New York,Paint and coating ,45
New York,Paint and coating ,45
New York,Adhesive ,18
New York,Adhesive ,18
New York,"Soap, cleaning compound, and toilet preparation ",131
New York,Soap and cleaning compound ,62
New York,Soap and other detergent ,33
New York,Polish and other sanitation good ,25
New York,Surface active agent ,4
New York,Toilet preparation ,69
New York,Toilet preparation ,69
New York,Other chemical product and preparation ,86
New York,Printing ink ,14
New York,Printing ink ,14
New York,All other chemical product and preparation ,70
New York,Custom compounding of purchased resins,16
New York,"Photographic film, paper, plate, and chemical ",15
New York,All other miscellaneous chemical product and preparation ,39
New York,Plastics and rubber products ,503
New York,Plastics product ,448
New York,Plastics packaging and unlaminated film and sheet ,69
New York,Plastics bag and pouch ,30
New York,Plastics packaging film and sheet (including laminated) ,19
New York,Unlaminated plastics film and sheet (except packaging) ,20
New York,"Plastics pipe, pipe fitting, and unlaminated profile shape ",23
New York,Unlaminated plastics profile shape ,16
New York,Plastics pipe and pipe fitting ,7
New York,"Laminated plastics plate, sheet (except packaging), and shape ",6
New York,"Laminated plastics plate, sheet (except packaging), and shape ",6
New York,Polystyrene foam product ,14
New York,Polystyrene foam product ,14
New York,Urethane and other foam product (except polystyrene) ,17
New York,Urethane and other foam product (except polystyrene) ,17
New York,Plastics bottle ,14
New York,Plastics bottle ,14
New York,Other plastics product ,305
New York,Plastics plumbing fixture ,6
New York,All other plastics product ,299
New York,Rubber product ,55
New York,Tire ,19
New York,Tire  (except retreading),6
New York,Tire retreading,13
New York,Rubber and plastics hoses and belting ,7
New York,Rubber and plastics hoses and belting ,7
New York,Other rubber product ,29
New York,Rubber product  for mechanical use,11
New York,All other rubber product ,18
New York,Nonmetallic mineral product ,631
New York,Clay product and refractory ,46
New York,"Pottery, ceramics, and plumbing fixture ",23
New York,"Pottery, ceramics, and plumbing fixture ",23
New York,Clay building material and refractories ,23
New York,Clay building material and refractories ,23
New York,Glass and glass product ,118
New York,Glass and glass product ,118
New York,Cement ,8
New York,Other pressed and blown glass and glassware ,27
New York,Glass product  made of purchased glass,87
New York,Cement and concrete product ,290
New York,Cement ,8
New York,Ready-mix concrete ,174
New York,Ready-mix concrete ,174
New York,"Concrete pipe, brick, and block ",41
New York,Concrete block and brick ,33
New York,Concrete pipe ,8
New York,Other concrete product ,67
New York,Other concrete product ,67
New York,Lime and gypsum product ,9
New York,Gypsum product ,9
New York,Gypsum product ,9
New York,Other nonmetallic mineral product ,168
New York,Abrasive product ,23
New York,Abrasive product ,23
New York,Mineral wool ,12
New York,All other nonmetallic mineral product ,145
New York,Cut stone and stone product ,112
New York,Ground or treated mineral and earth ,4
New York,All other miscellaneous nonmetallic mineral product ,17
New York,Primary metal ,176
New York,Iron and steel mills and ferroalloy ,14
New York,Iron and steel mills and ferroalloy ,14
New York,Iron and steel mills and ferroalloy ,14
New York,Steel product  from purchased steel,17
New York,Rolling and drawing of purchased steel,16
New York,Rolled steel shape ,9
New York,Steel wire drawing,7
New York,Alumina and aluminum production and processing,21
New York,Alumina and aluminum production and processing,21
New York,Secondary smelting and alloying of aluminum,5
New York,"Aluminum sheet, plate, and foil ",4
New York,"Other aluminum rolling, drawing, and extruding",10
New York,Nonferrous metal production and processing,75
New York,Nonferrous metal (except aluminum) smelting and refining,19
New York,Nonferrous metal (except aluminum) smelting and refining,19
New York,"Copper rolling, drawing, extruding, and alloying",19
New York,"Copper rolling, drawing, extruding, and alloying",19
New York,"Nonferrous metal rolling, drawing, extruding, and alloying",37
New York,"Nonferrous metal rolling, drawing, extruding, and alloying",17
New York,"Secondary smelting, refining, and alloying of nonferrous metal",20
New York,Foundries,49
New York,Ferrous metal foundries,11
New York,Iron foundries,8
New York,Nonferrous metal foundries,38
New York,Nonferrous metal die-casting foundries,12
New York,Aluminum foundries (except die-casting),15
New York,Other nonferrous metal foundries (except die-casting),11
New York,Fabricated metal product ,2349
New York,Forging and stamping,112
New York,Forging and stamping,112
New York,Iron and steel forging,12
New York,Custom roll forming,21
New York,"Metal crown, closure, and other metal stamping (except automotive)",76
New York,Cutlery and handtool ,65
New York,Cutlery and handtool ,65
New York,"Metal kitchen cookware, utensil, cutlery, and flatware (except precious) ",19
New York,Saw blade and handtool ,46
New York,Architectural and structural metals ,645
New York,Plate work and fabricated structural product ,186
New York,Prefabricated metal building and component ,14
New York,Fabricated structural metal ,142
New York,Plate work ,30
New York,Ornamental and architectural metal products ,459
New York,Metal window and door ,89
New York,Sheet metal work ,203
New York,Ornamental and architectural metal work ,167
New York,"Boiler, tank, and shipping container ",69
New York,Power boiler and heat exchanger ,31
New York,Power boiler and heat exchanger ,31
New York,Metal tank (heavy gauge) ,20
New York,Metal tank (heavy gauge) ,20
New York,"Metal can, box, and other metal container (light gauge) ",18
New York,Metal can ,6
New York,Other metal container ,12
New York,Hardware ,29
New York,Hardware ,29
New York,Hardware ,29
New York,Spring and wire product ,48
New York,Spring and wire product ,48
New York,Spring ,15
New York,Other fabricated wire product ,33
New York,"Machine shops; turned product; and screw, nut, and bolt ",920
New York,Machine shops,690
New York,Machine shops,690
New York,"Turned product and screw, nut, and bolt ",230
New York,Precision turned product ,185
New York,"Bolt, nut, screw, rivet, and washer ",45
New York,"Coating, engraving, heat treating, and allied activities",201
New York,"Coating, engraving, heat treating, and allied activities",201
New York,Metal heat treating,23
New York,"Metal coating, engraving and allied services to manufacturers",92
New York,"Electroplating, plating, polishing, anodizing, and coloring",86
New York,Other fabricated metal product ,260
New York,Metal valve ,45
New York,Industrial valve ,20
New York,Fluid power valve and hose fitting ,10
New York,Plumbing fixture fitting and trim ,11
New York,Other metal valve and pipe fitting ,4
New York,All other fabricated metal product ,215
New York,Ball and roller bearing ,11
New York,"Small arms, ordnance, and ordnance accessories ",8
New York,Fabricated pipe and pipe fitting ,20
New York,All other miscellaneous fabricated metal product ,174
New York,Machinery ,910
New York,"Agriculture, construction, and mining machinery ",46
New York,Agricultural implement ,17
New York,Farm machinery and equipment ,13
New York,Lawn and garden tractor and home lawn and garden equipment ,4
New York,Construction machinery ,23
New York,Construction machinery ,23
New York,Mining and oil and gas field machinery ,6
New York,Mining machinery and equipment ,3
New York,Oil and gas field machinery and equipment ,3
New York,Industrial machinery ,166
New York,Industrial machinery ,166
New York,Food product machinery ,21
New York,Semiconductor machinery ,10
New York,"Sawmill, woodworking, and paper machinery ",20
New York,Printing machinery and equipment ,21
New York,Other industrial machinery ,94
New York,Commercial and service industry machinery ,110
New York,Commercial and service industry machinery ,110
New York,Optical instrument and lens ,39
New York,Photographic and photocopying equipment ,17
New York,Other commercial and service industry machinery ,54
New York,"Ventilation, heating, and refrigeration equipment ",73
New York,"Ventilation, heating, and refrigeration equipment ",73
New York,Fan and blower and air purification equipment ,12
New York,Heating equipment (except warm air furnaces) ,20
New York,Air heating and refrigeration equipment,41
New York,Metalworking machinery ,238
New York,Metalworking machinery ,238
New York,Industrial mold ,67
New York,"Special die and tool, die set, jig, and fixture ",70
New York,Cutting tool and machine tool accessory ,70
New York,Machine tool ,17
New York,Rolling mill and other metalworking machinery ,14
New York,"Engine, turbine, and power transmission equipment ",47
New York,"Engine, turbine, and power transmission equipment ",47
New York,Turbine and turbine generator set units ,10
New York,"Speed changer, industrial high-speed drive, and gear ",17
New York,Mechanical power transmission equipment ,11
New York,Other engine equipment ,9
New York,Other general purpose machinery ,230
New York,Pump and compressor ,36
New York,Pump and pumping equipment ,24
New York,Air and gas compressor ,12
New York,Material handling equipment ,57
New York,Elevator and moving stairway ,22
New York,Conveyor and conveying equipment ,18
New York,"Overhead traveling crane, hoist, and monorail system ",7
New York,"Industrial truck, trailer, and stacker machinery ",10
